Cost (Dollars),Quantity (g),Product Key,Date Key,Location Key
8.39,1000.0,6,2,9
6.78,1000.0,6,2,10
7.36,1000.0,6,2,11
8.04,1000.0,6,3,1
7.07,1000.0,6,3,2
7.02,1000.0,6,3,3
7.08,1000.0,6,3,4
7.09,1000.0,6,3,5
8.26,1000.0,6,3,6
7.8,1000.0,6,3,7
9.17,1000.0,6,3,8
9.03,1000.0,6,3,9
8.81,1000.0,6,3,10
9.03,1000.0,6,3,11
8.53,1000.0,6,4,12
10.47,1000.0,6,4,13
10.18,1000.0,6,4,14
10.05,1000.0,6,4,15
10.09,1000.0,6,4,16
7.54,1000.0,6,4,17
8.68,1000.0,6,4,18
9.35,1000.0,6,4,19
9.4,1000.0,6,4,20
9.29,1000.0,6,4,21
9.78,1000.0,6,4,22
8.91,1000.0,6,5,12
9.37,1000.0,6,5,13
9.11,1000.0,6,5,14
9.23,1000.0,6,5,15
9.18,1000.0,6,5,16
8.77,1000.0,6,5,17
8.65,1000.0,6,5,18
9.49,1000.0,6,5,19
9.6,1000.0,6,5,20
9.48,1000.0,6,5,21
9.71,1000.0,6,5,22
8.71,1000.0,6,6,12
9.63,1000.0,6,6,13
9.66,1000.0,6,6,14
9.68,1000.0,6,6,15
9.66,1000.0,6,6,16
8.93,1000.0,6,6,17
8.32,1000.0,6,6,18
8.9,1000.0,6,6,19
8.98,1000.0,6,6,20
9.11,1000.0,6,6,21
9.38,1000.0,6,6,22
8.74,1000.0,6,7,23
9.66,1000.0,6,7,24
9.84,1000.0,6,7,25
9.87,1000.0,6,7,26
9.8,1000.0,6,7,27
9.01,1000.0,6,7,28
8.24,1000.0,6,7,29
9.43,1000.0,6,7,30
9.48,1000.0,6,7,31
9.35,1000.0,6,7,32
9.52,1000.0,6,7,33
8.96,1000.0,6,8,23
10.08,1000.0,6,8,24
9.91,1000.0,6,8,25
10.1,1000.0,6,8,26
9.96,1000.0,6,8,27
9.22,1000.0,6,8,28
8.51,1000.0,6,8,29
9.55,1000.0,6,8,30
9.55,1000.0,6,8,31
9.4,1000.0,6,8,32
9.53,1000.0,6,8,33
8.38,1000.0,6,9,23
8.15,1000.0,6,9,24
8.02,1000.0,6,9,25
8.25,1000.0,6,9,26
8.22,1000.0,6,9,27
7.97,1000.0,6,9,28
8.21,1000.0,6,9,29
9.59,1000.0,6,9,30
9.49,1000.0,6,9,31
9.51,1000.0,6,9,32
9.77,1000.0,6,9,33
7.24,1000.0,6,10,34
9.79,1000.0,6,10,35
9.02,1000.0,6,10,36
9.7,1000.0,6,10,37
9.68,1000.0,6,10,38
9.44,1000.0,6,10,39
6.47,1000.0,6,10,40
8.43,1000.0,6,10,41
9.3,1000.0,6,10,42
8.28,1000.0,6,10,43
8.44,1000.0,6,10,44
7.48,1000.0,6,11,34
7.9,1000.0,6,11,35
7.51,1000.0,6,11,36
7.77,1000.0,6,11,37
8.08,1000.0,6,11,38
9.61,1000.0,6,11,39
6.83,1000.0,6,11,40
8.15,1000.0,6,11,41
8.9,1000.0,6,11,42
7.7,1000.0,6,11,43
8.25,1000.0,6,11,44
7.41,1000.0,6,12,34
7.88,1000.0,6,12,35
7.41,1000.0,6,12,36
7.54,1000.0,6,12,37
7.66,1000.0,6,12,38
6.59,1000.0,6,12,39
7.46,1000.0,6,12,40
9.54,1000.0,6,12,41
9.58,1000.0,6,12,42
9.03,1000.0,6,12,43
9.45,1000.0,6,12,44
9.04,1000.0,6,13,45
9.59,1000.0,6,13,46
9.23,1000.0,6,13,47
9.44,1000.0,6,13,48
9.59,1000.0,6,13,49
9.47,1000.0,6,13,50
8.44,1000.0,6,13,51
10.16,1000.0,6,13,52
10.16,1000.0,6,13,53
10.14,1000.0,6,13,54
9.96,1000.0,6,13,55
7.08,1000.0,6,14,45
8.46,1000.0,6,14,46
7.62,1000.0,6,14,47
8.2,1000.0,6,14,48
8.7,1000.0,6,14,49
9.4,1000.0,6,14,50
6.26,1000.0,6,14,51
8.34,1000.0,6,14,52
8.98,1000.0,6,14,53
7.94,1000.0,6,14,54
8.42,1000.0,6,14,55
8.02,1000.0,6,15,45
9.75,1000.0,6,15,46
9.13,1000.0,6,15,47
9.22,1000.0,6,15,48
9.29,1000.0,6,15,49
6.82,1000.0,6,15,50
8.44,1000.0,6,15,51
9.26,1000.0,6,15,52
9.38,1000.0,6,15,53
9.52,1000.0,6,15,54
9.73,1000.0,6,15,55
8.5,1000.0,6,16,56
10.22,1000.0,6,16,57
9.89,1000.0,6,16,58
9.86,1000.0,6,16,59
9.95,1000.0,6,16,60
9.0,1000.0,6,16,61
7.71,1000.0,6,16,62
9.65,1000.0,6,16,63
9.75,1000.0,6,16,64
9.82,1000.0,6,16,65
9.9,1000.0,6,16,66
8.05,1000.0,6,17,56
8.82,1000.0,6,17,57
8.61,1000.0,6,17,58
8.54,1000.0,6,17,59
8.66,1000.0,6,17,60
7.86,1000.0,6,17,61
7.58,1000.0,6,17,62
9.54,1000.0,6,17,63
9.72,1000.0,6,17,64
9.76,1000.0,6,17,65
10.05,1000.0,6,17,66
7.56,1000.0,6,18,56
9.38,1000.0,6,18,57
8.54,1000.0,6,18,58
9.16,1000.0,6,18,59
9.62,1000.0,6,18,60
8.76,1000.0,6,18,61
6.98,1000.0,6,18,62
7.92,1000.0,6,18,63
8.69,1000.0,6,18,64
7.62,1000.0,6,18,65
8.0,1000.0,6,18,66
8.36,1000.0,6,19,67
10.42,1000.0,6,19,68
10.3,1000.0,6,19,69
10.31,1000.0,6,19,70
10.14,1000.0,6,19,71
9.28,1000.0,6,19,72
7.59,1000.0,6,19,73
9.29,1000.0,6,19,74
9.33,1000.0,6,19,75
9.27,1000.0,6,19,76
9.54,1000.0,6,19,77
8.5,1000.0,6,20,67
10.15,1000.0,6,20,68
10.01,1000.0,6,20,69
10.01,1000.0,6,20,70
9.86,1000.0,6,20,71
9.04,1000.0,6,20,72
7.78,1000.0,6,20,73
9.58,1000.0,6,20,74
9.71,1000.0,6,20,75
9.64,1000.0,6,20,76
10.12,1000.0,6,20,77
7.33,1000.0,6,21,67
8.82,1000.0,6,21,68
7.68,1000.0,6,21,69
8.2,1000.0,6,21,70
8.42,1000.0,6,21,71
8.64,1000.0,6,21,72
6.64,1000.0,6,21,73
8.35,1000.0,6,21,74
8.92,1000.0,6,21,75
8.12,1000.0,6,21,76
8.66,1000.0,6,21,77
7.3,1000.0,6,22,78
8.78,1000.0,6,22,79
8.49,1000.0,6,22,80
8.77,1000.0,6,22,81
8.89,1000.0,6,22,82
7.01,1000.0,6,22,83
6.99,1000.0,6,22,84
8.22,1000.0,6,22,85
8.06,1000.0,6,22,86
7.88,1000.0,6,22,87
8.51,1000.0,6,22,88
7.52,1000.0,6,23,78
9.55,1000.0,6,23,79
9.39,1000.0,6,23,80
9.35,1000.0,6,23,81
9.28,1000.0,6,23,82
8.78,1000.0,6,23,83
6.68,1000.0,6,23,84
8.9,1000.0,6,23,85
9.08,1000.0,6,23,86
9.01,1000.0,6,23,87
9.36,1000.0,6,23,88
7.15,1000.0,6,24,78
7.04,1000.0,6,24,79
7.03,1000.0,6,24,80
6.97,1000.0,6,24,81
7.25,1000.0,6,24,82
7.13,1000.0,6,24,83
6.86,1000.0,6,24,84
7.87,1000.0,6,24,85
8.19,1000.0,6,24,86
8.04,1000.0,6,24,87
8.46,1000.0,6,24,88
8.5,1000.0,6,25,89
8.66,1000.0,6,25,90
8.3,1000.0,6,25,91
8.58,1000.0,6,25,92
8.81,1000.0,6,25,93
8.9,1000.0,6,25,94
7.96,1000.0,6,25,95
9.11,1000.0,6,25,96
9.29,1000.0,6,25,97
9.33,1000.0,6,25,98
9.66,1000.0,6,25,99
7.12,1000.0,6,26,89
8.78,1000.0,6,26,90
8.41,1000.0,6,26,91
8.67,1000.0,6,26,92
9.31,1000.0,6,26,93
9.1,1000.0,6,26,94
6.34,1000.0,6,26,95
8.11,1000.0,6,26,96
8.76,1000.0,6,26,97
7.78,1000.0,6,26,98
8.18,1000.0,6,26,99
7.73,1000.0,6,27,89
8.44,1000.0,6,27,90
8.27,1000.0,6,27,91
8.44,1000.0,6,27,92
8.53,1000.0,6,27,93
7.6,1000.0,6,27,94
7.27,1000.0,6,27,95
8.69,1000.0,6,27,96
9.18,1000.0,6,27,97
9.02,1000.0,6,27,98
9.18,1000.0,6,27,99
7.83,1000.0,6,28,100
9.04,1000.0,6,28,101
8.75,1000.0,6,28,102
9.1,1000.0,6,28,103
9.32,1000.0,6,28,104
7.33,1000.0,6,28,105
7.67,1000.0,6,28,106
8.73,1000.0,6,28,107
8.83,1000.0,6,28,108
8.38,1000.0,6,28,109
8.45,1000.0,6,28,110
7.57,1000.0,6,29,100
8.34,1000.0,6,29,101
8.17,1000.0,6,29,102
8.18,1000.0,6,29,103
8.26,1000.0,6,29,104
7.26,1000.0,6,29,105
7.27,1000.0,6,29,106
8.37,1000.0,6,29,107
8.63,1000.0,6,29,108
8.51,1000.0,6,29,109
8.81,1000.0,6,29,110
8.24,1000.0,6,30,100
9.13,1000.0,6,30,101
9.07,1000.0,6,30,102
9.34,1000.0,6,30,103
9.52,1000.0,6,30,104
8.73,1000.0,6,30,105
7.65,1000.0,6,30,106
8.7,1000.0,6,30,107
9.1,1000.0,6,30,108
8.79,1000.0,6,30,109
8.91,1000.0,6,30,110
8.31,1000.0,6,31,111
8.69,1000.0,6,31,112
8.29,1000.0,6,31,113
8.7,1000.0,6,31,114
8.7,1000.0,6,31,115
8.62,1000.0,6,31,116
8.01,1000.0,6,31,117
8.45,1000.0,6,31,118
8.58,1000.0,6,31,119
8.43,1000.0,6,31,120
8.6,1000.0,6,31,121
8.73,1000.0,6,32,111
8.99,1000.0,6,32,112
8.97,1000.0,6,32,113
9.22,1000.0,6,32,114
9.13,1000.0,6,32,115
8.96,1000.0,6,32,116
8.36,1000.0,6,32,117
9.08,1000.0,6,32,118
9.28,1000.0,6,32,119
8.88,1000.0,6,32,120
9.31,1000.0,6,32,121
7.46,1000.0,6,33,111
7.35,1000.0,6,33,112
7.32,1000.0,6,33,113
7.27,1000.0,6,33,114
7.64,1000.0,6,33,115
8.72,1000.0,6,33,116
6.79,1000.0,6,33,117
8.3,1000.0,6,33,118
8.65,1000.0,6,33,119
8.17,1000.0,6,33,120
8.42,1000.0,6,33,121
7.18,1000.0,6,34,122
7.41,1000.0,6,34,123
7.24,1000.0,6,34,124
7.63,1000.0,6,34,125
7.7,1000.0,6,34,126
7.36,1000.0,6,34,127
6.84,1000.0,6,34,128
7.54,1000.0,6,34,129
8.02,1000.0,6,34,130
7.58,1000.0,6,34,131
7.88,1000.0,6,34,132
7.77,1000.0,6,35,122
8.36,1000.0,6,35,123
8.35,1000.0,6,35,124
8.47,1000.0,6,35,125
8.88,1000.0,6,35,126
8.77,1000.0,6,35,127
6.98,1000.0,6,35,128
8.44,1000.0,6,35,129
8.89,1000.0,6,35,130
8.99,1000.0,6,35,131
9.06,1000.0,6,35,132
6.06,1000.0,6,36,122
8.51,1000.0,6,36,123
8.4,1000.0,6,36,124
8.32,1000.0,6,36,125
8.34,1000.0,6,36,126
5.81,1000.0,6,36,127
5.55,1000.0,6,36,128
8.39,1000.0,6,36,129
8.63,1000.0,6,36,130
8.47,1000.0,6,36,131
8.7,1000.0,6,36,132
7.81,1000.0,6,37,133
7.99,1000.0,6,37,134
7.36,1000.0,6,37,135
7.38,1000.0,6,37,136
7.73,1000.0,6,37,137
8.25,1000.0,6,37,138
7.69,1000.0,6,37,139
7.56,1000.0,6,37,140
8.19,1000.0,6,37,141
7.54,1000.0,6,37,142
7.93,1000.0,6,37,143
7.88,1000.0,6,38,133
8.17,1000.0,6,38,134
8.18,1000.0,6,38,135
8.09,1000.0,6,38,136
8.17,1000.0,6,38,137
8.59,1000.0,6,38,138
7.29,1000.0,6,38,139
8.46,1000.0,6,38,140
8.73,1000.0,6,38,141
8.49,1000.0,6,38,142
8.7,1000.0,6,38,143
7.82,1000.0,6,39,133
8.06,1000.0,6,39,134
8.13,1000.0,6,39,135
8.17,1000.0,6,39,136
8.25,1000.0,6,39,137
8.41,1000.0,6,39,138
7.37,1000.0,6,39,139
7.95,1000.0,6,39,140
8.32,1000.0,6,39,141
8.23,1000.0,6,39,142
8.4,1000.0,6,39,143
8.09,1000.0,6,40,144
8.84,1000.0,6,40,145
8.71,1000.0,6,40,146
8.78,1000.0,6,40,147
8.93,1000.0,6,40,148
8.19,1000.0,6,40,149
7.78,1000.0,6,40,150
8.36,1000.0,6,40,151
8.56,1000.0,6,40,152
8.4,1000.0,6,40,153
8.51,1000.0,6,40,154
7.38,1000.0,6,41,144
8.02,1000.0,6,41,145
8.07,1000.0,6,41,146
8.0,1000.0,6,41,147
8.25,1000.0,6,41,148
7.19,1000.0,6,41,149
7.04,1000.0,6,41,150
8.19,1000.0,6,41,151
8.62,1000.0,6,41,152
8.75,1000.0,6,41,153
8.33,1000.0,6,41,154
8.22,1000.0,6,42,144
8.82,1000.0,6,42,145
8.53,1000.0,6,42,146
8.97,1000.0,6,42,147
9.06,1000.0,6,42,148
8.7,1000.0,6,42,149
7.86,1000.0,6,42,150
8.44,1000.0,6,42,151
8.61,1000.0,6,42,152
8.54,1000.0,6,42,153
8.35,1000.0,6,42,154
7.52,1000.0,6,43,155
8.34,1000.0,6,43,156
8.49,1000.0,6,43,157
8.28,1000.0,6,43,158
8.63,1000.0,6,43,159
6.82,1000.0,6,43,160
7.48,1000.0,6,43,161
7.91,1000.0,6,43,162
8.25,1000.0,6,43,163
8.36,1000.0,6,43,164
8.18,1000.0,6,43,165
6.37,1000.0,6,44,155
7.48,1000.0,6,44,156
7.36,1000.0,6,44,157
7.7,1000.0,6,44,158
8.11,1000.0,6,44,159
8.58,1000.0,6,44,160
5.71,1000.0,6,44,161
6.54,1000.0,6,44,162
7.14,1000.0,6,44,163
6.58,1000.0,6,44,164
6.77,1000.0,6,44,165
7.09,1000.0,6,45,155
7.72,1000.0,6,45,156
7.66,1000.0,6,45,157
7.87,1000.0,6,45,158
7.9,1000.0,6,45,159
8.19,1000.0,6,45,160
6.47,1000.0,6,45,161
7.53,1000.0,6,45,162
7.78,1000.0,6,45,163
7.62,1000.0,6,45,164
7.75,1000.0,6,45,165
6.62,1000.0,6,46,166
7.7,1000.0,6,46,167
7.64,1000.0,6,46,168
7.82,1000.0,6,46,169
8.0,1000.0,6,46,170
8.12,1000.0,6,46,171
5.92,1000.0,6,46,172
7.23,1000.0,6,46,173
7.63,1000.0,6,46,174
6.91,1000.0,6,46,175
7.23,1000.0,6,46,176
7.35,1000.0,6,47,166
8.8,1000.0,6,47,167
7.3,1000.0,6,47,168
7.3,1000.0,6,47,169
7.45,1000.0,6,47,170
6.88,1000.0,6,47,171
7.51,1000.0,6,47,172
7.61,1000.0,6,47,173
7.86,1000.0,6,47,174
7.36,1000.0,6,47,175
7.66,1000.0,6,47,176
6.48,1000.0,6,48,166
7.65,1000.0,6,48,167
7.25,1000.0,6,48,168
7.47,1000.0,6,48,169
7.79,1000.0,6,48,170
7.37,1000.0,6,48,171
5.89,1000.0,6,48,172
7.07,1000.0,6,48,173
7.51,1000.0,6,48,174
7.09,1000.0,6,48,175
7.13,1000.0,6,48,176
7.77,1000.0,6,49,177
7.76,1000.0,6,49,178
7.61,1000.0,6,49,179
7.71,1000.0,6,49,180
7.92,1000.0,6,49,181
7.89,1000.0,6,49,182
7.58,1000.0,6,49,183
7.82,1000.0,6,49,184
8.08,1000.0,6,49,185
7.91,1000.0,6,49,186
8.17,1000.0,6,49,187
6.58,1000.0,6,50,177
7.45,1000.0,6,50,178
7.37,1000.0,6,50,179
7.25,1000.0,6,50,180
7.8,1000.0,6,50,181
8.34,1000.0,6,50,182
5.83,1000.0,6,50,183
7.03,1000.0,6,50,184
7.25,1000.0,6,50,185
7.64,1000.0,6,50,186
7.4,1000.0,6,50,187
6.62,1000.0,6,51,177
7.24,1000.0,6,51,178
7.09,1000.0,6,51,179
7.14,1000.0,6,51,180
7.56,1000.0,6,51,181
6.53,1000.0,6,51,182
6.18,1000.0,6,51,183
7.66,1000.0,6,51,184
7.8,1000.0,6,51,185
8.1,1000.0,6,51,186
8.14,1000.0,6,51,187
8.06,1000.0,6,52,188
8.1,1000.0,6,52,189
8.09,1000.0,6,52,190
8.05,1000.0,6,52,191
8.2,1000.0,6,52,192
8.97,1000.0,6,52,193
7.84,1000.0,6,52,194
7.54,1000.0,6,52,195
7.8,1000.0,6,52,196
7.79,1000.0,6,52,197
8.05,1000.0,6,52,198
8.05,1000.0,6,53,188
8.01,1000.0,6,53,189
8.2,1000.0,6,53,190
8.36,1000.0,6,53,191
8.3,1000.0,6,53,192
8.53,1000.0,6,53,193
7.8,1000.0,6,53,194
7.8,1000.0,6,53,195
8.0,1000.0,6,53,196
8.1,1000.0,6,53,197
8.08,1000.0,6,53,198
7.89,1000.0,6,54,188
8.24,1000.0,6,54,189
8.02,1000.0,6,54,190
8.46,1000.0,6,54,191
8.61,1000.0,6,54,192
8.53,1000.0,6,54,193
7.41,1000.0,6,54,194
8.27,1000.0,6,54,195
8.54,1000.0,6,54,196
8.67,1000.0,6,54,197
8.57,1000.0,6,54,198
8.21,1000.0,6,55,199
8.73,1000.0,6,55,200
8.69,1000.0,6,55,201
8.67,1000.0,6,55,202
9.04,1000.0,6,55,203
9.07,1000.0,6,55,204
7.73,1000.0,6,55,205
8.32,1000.0,6,55,206
8.4,1000.0,6,55,196
8.42,1000.0,6,55,207
8.48,1000.0,6,55,208
7.96,1000.0,6,56,199
8.62,1000.0,6,56,200
8.61,1000.0,6,56,201
8.9,1000.0,6,56,202
9.2,1000.0,6,56,203
8.47,1000.0,6,56,204
7.56,1000.0,6,56,205
7.81,1000.0,6,56,206
8.18,1000.0,6,56,196
8.18,1000.0,6,56,207
8.22,1000.0,6,56,208
7.77,1000.0,6,57,199
8.02,1000.0,6,57,200
8.05,1000.0,6,57,201
8.22,1000.0,6,57,202
8.38,1000.0,6,57,203
9.34,1000.0,6,57,204
7.06,1000.0,6,57,205
8.32,1000.0,6,57,206
8.65,1000.0,6,57,196
8.68,1000.0,6,57,207
8.53,1000.0,6,57,208
7.96,1000.0,6,58,209
7.8,1000.0,6,58,210
8.19,1000.0,6,58,211
8.28,1000.0,6,58,212
8.65,1000.0,6,58,213
9.05,1000.0,6,58,214
7.48,1000.0,6,58,215
8.0,1000.0,6,58,216
8.48,1000.0,6,58,217
7.9,1000.0,6,58,218
8.22,1000.0,6,58,219
8.84,1000.0,6,59,209
9.43,1000.0,6,59,210
9.36,1000.0,6,59,211
9.35,1000.0,6,59,212
9.46,1000.0,6,59,213
9.52,1000.0,6,59,214
8.35,1000.0,6,59,215
8.79,1000.0,6,59,216
8.95,1000.0,6,59,217
9.11,1000.0,6,59,218
9.2,1000.0,6,59,219
8.5,1000.0,6,60,209
9.32,1000.0,6,60,210
9.03,1000.0,6,60,211
9.37,1000.0,6,60,212
9.68,1000.0,6,60,213
9.08,1000.0,6,60,214
8.22,1000.0,6,60,215
8.11,1000.0,6,60,216
8.37,1000.0,6,60,217
8.01,1000.0,6,60,218
8.59,1000.0,6,60,219
8.9,1000.0,6,61,220
8.92,1000.0,6,61,221
9.09,1000.0,6,61,222
9.2,1000.0,6,61,223
9.4,1000.0,6,61,224
9.66,1000.0,6,61,225
8.43,1000.0,6,61,226
9.04,1000.0,6,61,227
9.23,1000.0,6,61,228
9.15,1000.0,6,61,229
9.37,1000.0,6,61,230
7.8,1000.0,6,62,220
8.97,1000.0,6,62,221
9.08,1000.0,6,62,222
9.37,1000.0,6,62,223
9.79,1000.0,6,62,224
9.58,1000.0,6,62,225
7.01,1000.0,6,62,226
8.63,1000.0,6,62,227
9.03,1000.0,6,62,228
8.64,1000.0,6,62,229
8.93,1000.0,6,62,230
9.26,1000.0,6,63,220
9.66,1000.0,6,63,221
9.49,1000.0,6,63,222
9.63,1000.0,6,63,223
9.9,1000.0,6,63,224
9.99,1000.0,6,63,225
8.76,1000.0,6,63,226
9.05,1000.0,6,63,227
9.48,1000.0,6,63,228
9.45,1000.0,6,63,229
9.71,1000.0,6,63,230
8.65,1000.0,6,64,231
9.55,1000.0,6,64,232
9.15,1000.0,6,64,233
9.49,1000.0,6,64,234
9.67,1000.0,6,64,235
8.67,1000.0,6,64,236
8.38,1000.0,6,64,237
8.61,1000.0,6,64,238
8.69,1000.0,6,64,239
9.03,1000.0,6,64,240
9.03,1000.0,6,64,241
9.12,1000.0,6,65,231
10.03,1000.0,6,65,232
9.86,1000.0,6,65,233
10.25,1000.0,6,65,234
10.51,1000.0,6,65,235
10.26,1000.0,6,65,236
8.49,1000.0,6,65,237
9.31,1000.0,6,65,238
9.8,1000.0,6,65,239
9.41,1000.0,6,65,240
9.48,1000.0,6,65,241
9.16,1000.0,6,66,231
9.55,1000.0,6,66,232
9.27,1000.0,6,66,233
9.57,1000.0,6,66,234
9.77,1000.0,6,66,235
10.32,1000.0,6,66,236
8.57,1000.0,6,66,237
9.35,1000.0,6,66,238
9.58,1000.0,6,66,239
9.59,1000.0,6,66,240
9.51,1000.0,6,66,241
8.68,1000.0,6,67,242
10.04,1000.0,6,67,243
9.86,1000.0,6,67,244
9.81,1000.0,6,67,245
10.02,1000.0,6,67,246
9.57,1000.0,6,67,247
8.14,1000.0,6,67,248
9.04,1000.0,6,67,249
9.44,1000.0,6,67,250
9.04,1000.0,6,67,251
9.18,1000.0,6,67,252
9.94,1000.0,6,68,242
10.27,1000.0,6,68,243
10.34,1000.0,6,68,244
10.42,1000.0,6,68,245
10.64,1000.0,6,68,246
10.61,1000.0,6,68,247
9.75,1000.0,6,68,248
9.34,1000.0,6,68,249
9.79,1000.0,6,68,250
9.56,1000.0,6,68,251
9.7,1000.0,6,68,252
8.74,1000.0,6,69,242
9.29,1000.0,6,69,243
9.16,1000.0,6,69,244
9.31,1000.0,6,69,245
9.43,1000.0,6,69,246
9.21,1000.0,6,69,247
8.07,1000.0,6,69,248
10.03,1000.0,6,69,249
10.34,1000.0,6,69,250
10.13,1000.0,6,69,251
10.24,1000.0,6,69,252
8.37,1000.0,6,70,253
8.05,1000.0,6,70,254
8.27,1000.0,6,70,255
8.24,1000.0,6,70,256
8.28,1000.0,6,70,257
8.74,1000.0,6,70,258
7.8,1000.0,6,70,259
9.76,1000.0,6,70,260
10.05,1000.0,6,70,261
9.87,1000.0,6,70,262
9.86,1000.0,6,70,263
9.35,1000.0,6,71,253
10.2,1000.0,6,71,254
9.72,1000.0,6,71,255
9.93,1000.0,6,71,256
10.38,1000.0,6,71,257
10.08,1000.0,6,71,258
8.71,1000.0,6,71,259
9.93,1000.0,6,71,260
10.3,1000.0,6,71,261
10.02,1000.0,6,71,262
10.13,1000.0,6,71,263
9.81,1000.0,6,72,253
10.84,1000.0,6,72,254
10.71,1000.0,6,72,255
10.83,1000.0,6,72,256
10.78,1000.0,6,72,257
10.2,1000.0,6,72,258
9.19,1000.0,6,72,259
10.43,1000.0,6,72,260
10.7,1000.0,6,72,261
10.75,1000.0,6,72,262
10.84,1000.0,6,72,263
10.39,1000.0,6,73,264
10.03,1000.0,6,73,265
9.8,1000.0,6,73,266
10.11,1000.0,6,73,267
10.24,1000.0,6,73,268
10.89,1000.0,6,73,269
9.99,1000.0,6,73,270
10.84,1000.0,6,73,271
10.79,1000.0,6,73,272
10.98,1000.0,6,73,273
10.78,1000.0,6,73,274
10.26,1000.0,6,74,264
9.45,1000.0,6,74,265
9.16,1000.0,6,74,266
9.64,1000.0,6,74,267
9.65,1000.0,6,74,268
10.94,1000.0,6,74,269
9.79,1000.0,6,74,270
11.01,1000.0,6,74,271
11.04,1000.0,6,74,272
11.02,1000.0,6,74,273
11.02,1000.0,6,74,274
10.58,1000.0,6,75,264
11.14,1000.0,6,75,265
11.1,1000.0,6,75,266
11.43,1000.0,6,75,267
11.43,1000.0,6,75,268
11.46,1000.0,6,75,269
9.79,1000.0,6,75,270
11.75,1000.0,6,75,271
11.93,1000.0,6,75,272
11.82,1000.0,6,75,273
11.61,1000.0,6,75,274
11.66,1000.0,6,76,275
11.92,1000.0,6,76,276
12.19,1000.0,6,76,277
12.52,1000.0,6,76,278
12.4,1000.0,6,76,279
11.56,1000.0,6,76,280
11.07,1000.0,6,76,281
12.76,1000.0,6,76,282
13.06,1000.0,6,76,283
12.96,1000.0,6,76,284
12.99,1000.0,6,76,285
11.96,1000.0,6,77,275
12.45,1000.0,6,77,276
12.7,1000.0,6,77,277
12.84,1000.0,6,77,278
13.15,1000.0,6,77,279
12.01,1000.0,6,77,280
11.36,1000.0,6,77,281
13.01,1000.0,6,77,282
13.38,1000.0,6,77,283
13.02,1000.0,6,77,284
12.7,1000.0,6,77,285
12.62,1000.0,6,78,275
12.84,1000.0,6,78,276
12.7,1000.0,6,78,277
12.87,1000.0,6,78,278
13.06,1000.0,6,78,279
12.75,1000.0,6,78,280
12.16,1000.0,6,78,281
13.28,1000.0,6,78,282
13.42,1000.0,6,78,283
13.21,1000.0,6,78,284
13.26,1000.0,6,78,285
12.25,1000.0,6,79,286
12.2,1000.0,6,79,287
11.8,1000.0,6,79,288
11.9,1000.0,6,79,289
12.42,1000.0,6,79,290
13.39,1000.0,6,79,291
11.45,1000.0,6,79,292
13.42,1000.0,6,79,293
13.46,1000.0,6,79,294
13.29,1000.0,6,79,295
13.22,1000.0,6,79,296
12.89,1000.0,6,80,286
14.74,1000.0,6,80,287
14.34,1000.0,6,80,288
14.72,1000.0,6,80,289
15.01,1000.0,6,80,290
13.3,1000.0,6,80,291
12.31,1000.0,6,80,292
13.24,1000.0,6,80,293
13.53,1000.0,6,80,294
13.38,1000.0,6,80,295
13.27,1000.0,6,80,296
11.56,1000.0,6,81,286
13.9,1000.0,6,81,287
13.04,1000.0,6,81,288
13.19,1000.0,6,81,289
13.85,1000.0,6,81,290
11.07,1000.0,6,81,291
11.0,1000.0,6,81,292
13.61,1000.0,6,81,293
13.96,1000.0,6,81,294
13.36,1000.0,6,81,295
13.46,1000.0,6,81,296
12.81,1000.0,6,82,297
15.02,1000.0,6,82,298
14.24,1000.0,6,82,299
14.92,1000.0,6,82,300
15.11,1000.0,6,82,301
13.79,1000.0,6,82,302
11.8,1000.0,6,82,303
13.98,1000.0,6,82,304
14.33,1000.0,6,82,305
13.91,1000.0,6,82,306
14.06,1000.0,6,82,307
14.01,1000.0,6,83,297
16.08,1000.0,6,83,298
15.32,1000.0,6,83,299
15.26,1000.0,6,83,300
15.46,1000.0,6,83,301
15.01,1000.0,6,83,302
13.13,1000.0,6,83,303
14.84,1000.0,6,83,304
14.81,1000.0,6,83,305
14.79,1000.0,6,83,306
14.89,1000.0,6,83,307
14.33,1000.0,6,84,297
15.73,1000.0,6,84,298
14.5,1000.0,6,84,299
15.07,1000.0,6,84,300
15.29,1000.0,6,84,301
15.29,1000.0,6,84,302
13.45,1000.0,6,84,303
15.04,1000.0,6,84,304
15.2,1000.0,6,84,305
15.17,1000.0,6,84,306
15.32,1000.0,6,84,307
3.88,1000.0,7,1,1
3.58,1000.0,7,1,2
3.46,1000.0,7,1,3
3.5,1000.0,7,1,4
3.58,1000.0,7,1,5
4.29,1000.0,7,1,6
3.67,1000.0,7,1,7
4.04,1000.0,7,1,8
4.19,1000.0,7,1,9
4.13,1000.0,7,1,10
4.39,1000.0,7,1,11
4.37,1000.0,7,2,1
4.46,1000.0,7,2,2
4.52,1000.0,7,2,3
4.45,1000.0,7,2,4
4.54,1000.0,7,2,5
4.37,1000.0,7,2,6
3.95,1000.0,7,2,7
4.96,1000.0,7,2,8
4.98,1000.0,7,2,9
5.31,1000.0,7,2,10
5.28,1000.0,7,2,11
3.97,1000.0,7,3,1
4.2,1000.0,7,3,2
3.86,1000.0,7,3,3
3.92,1000.0,7,3,4
